drug,condition,rating,has_pred_adr,adr_count,predicted_adrs_str
Contrave,Weight Loss,10,True,1,anxiety
Aspirin / chlorpheniramine / phenylephrine,Sinus Symptoms,8,False,0,none
Vilazodone,Depression,1,False,0,none
Blisovi Fe 1 / 20,Birth Control,10,True,6,"nausea, mood swings, acne, mood swings, acne, headaches"
Epiduo,Acne,10,True,5,"acne, cystic, acne, cystic, acne"
Compazine,Nausea/Vomiting,1,True,8,"nausea, vomiting, migra, flank, pain, nausea, migra, anxiety"
Levitra,Erectile Dysfunction,9,False,0,none
Naproxen,Tendonitis,8,True,1,nausea
Sertraline,Premenstrual Dysphoric Disorde,8,True,3,"stress, headaches, dramatically"
Prepopik,Bowel Preparation,8,True,1,scared
Drospirenone / ethinyl estradiol,Acne,8,True,3,"polycystic, noticed, acne"
Escitalopram,Generalized Anxiety Disorde,9,True,3,"depression, anxiety, obsessive thoughts"
Miconazole,Vaginal Yeast Infection,5,True,2,"itching, burning"
Abiraterone,Prostate Cance,9,True,1,noticed
Isotretinoin,Acne,10,False,0,none
Bupropion,Depression,8,True,3,"depression, insomnia, stressed"
Budesonide / formoterol,moterol),10,False,0,none
NuvaRing,Birth Control,8,True,3,"headache, breast, tenderness"
Finacea,Acne,9,True,4,"cystic, acne, acne, redness"
Hydroxychloroquine,Rheumatoid Arthritis,6,False,0,none
Buprenorphine / naloxone,Opiate Dependence,10,False,0,none
Gabapentin,Neuropathic Pain,7,True,1,pain
Colcrys,"Gout, Acute",10,True,3,"gout attack, pain, swelling"
Mirena,Birth Control,10,True,1,pain
Tinidazole,Amebiasis,7,False,0,none
Amitriptyline,Pudendal Neuralgia,10,True,3,"burning, pain, neuralgia"
Hytrin,Benign Prostatic Hyperplasia,2,True,2,"headache, nausea"
Tamsulosin,Urinary Tract Stones,10,False,0,none
Levonorgestrel,Birth Control,10,True,2,"painful, painful"
Etonogestrel,Birth Control,1,False,0,none
"Insulin inhalation, rapid acting","Diabetes, Type 1",8,False,0,none
Amitriptyline,ibromyalgia,9,True,2,"fibromyalgia, asthma"
Etonogestrel,Birth Control,1,False,0,none
Etonogestrel,Birth Control,7,True,1,mood swings
Strattera,ADHD,5,False,0,none
Normodyne,High Blood Pressure,7,True,1,dangerously
Nitrofurantoin,Bladder Infection,1,False,0,none
Apremilast,Psoriatic Arthritis,8,True,2,"topic, dangerous"
Ethinyl estradiol / levonorgestrel,Birth Control,10,False,0,none
Chantix,Smoking Cessation,10,False,0,none
Copper,Birth Control,9,True,2,"pain, painful"
Victoza,"Diabetes, Type 2",10,False,0,none
Hydrochlorothiazide,High Blood Pressure,8,True,2,"swelling, dizziness"
Conjugated estrogens / medroxyprogesterone,Postmenopausal Symptoms,8,True,6,"night sweats, mood swings, noticed, stress, night sweats, noticed"
Gabapentin,Anxiety,10,True,7,"dramatically, anxiety, anxiety attacks, notice, fatigue, worry, anxiety"
Orsythia,Birth Control,7,True,1,painful
Latuda,Schizoaffective Disorde,10,False,0,none
Ethinyl estradiol / levonorgestrel,Birth Control,5,True,2,"breast, pain"
Latuda,Bipolar Disorde,2,True,2,"depression, anxiety"
Vortioxetine,Depression,9,False,0,none
Nexplanon,Birth Control,8,False,0,none
Glatiramer,Multiple Sclerosis,9,True,3,"multiple sclerosis, redness, swelling"
Venlafaxine,Depression,8,True,2,"noticed, anxiety"
Prozac,Obsessive Compulsive Disorde,9,True,1,anxiety
Hydrocortisone,Hemorrhoids,10,False,0,none
Tramadol,Pain,9,True,3,"pain, swelling, arthritis"
Medroxyprogesterone,Birth Control,1,True,2,"fatigue, abdominal pain"
Ethinyl estradiol / levonorgestrel,Birth Control,1,True,1,notice
Liraglutide,Obesity,8,True,2,"head, nausea"
Ethinyl estradiol / norgestimate,Birth Control,1,False,0,none
Chantix,Smoking Cessation,1,False,0,none
Enfuvirtide,HIV Infection,10,False,0,none
Savella,ibromyalgia,8,True,4,"fibromyalgia, menopause, sweating, fibromyalgia"
Ethinyl estradiol / etonogestrel,Birth Control,3,True,2,"anxiety, depression"
Wellbutrin XL,Depression,6,True,1,constipation
Levonorgestrel,Birth Control,2,True,2,"sweating, pain"
Effexor,Depression,8,True,3,"depression, depression, anxiety"
Drospirenone / ethinyl estradiol,Birth Control,10,False,0,none
Sulfamethoxazole / trimethoprim,Sinusitis,1,True,6,"headache, sweating, nausea, insomnia, headache, headache"
Rituximab,Rheumatoid Arthritis,8,True,1,inflammation
Invokana,"Diabetes, Type 2",8,True,1,noticed
Escitalopram,Generalized Anxiety Disorde,9,True,4,"depression, anxiety disorder, anxiety, anxiety disorders attack )"
Vilazodone,Depression,10,True,2,"fatigue, dysfunction i"
Etonogestrel,Birth Control,2,True,1,pregnancy
Nuvigil,Narcolepsy,1,True,1,narcolepsy
Saxenda,Obesity,10,True,1,sickness
Varenicline,Smoking Cessation,1,False,0,none
Metformin,Polycystic Ovary Syndrome,10,False,0,none
Amitriptyline,Anxiety and Stress,1,True,1,panic attacks
Wellbutrin,Major Depressive Disorde,9,True,2,"depression, dramatically"
Famvir,Cold Sores,10,False,0,none
Pazopanib,Renal Cell Carcinoma,7,True,1,mouth taste
Desvenlafaxine,Depression,10,True,2,"noticed, anxiety"
Corticotropin,Polymyositis/Dermatomyositis,3,False,0,none
Natalizumab,Multiple Sclerosis,7,True,2,"disability, migra"
Elavil,Pain,10,True,1,pain
Carbamazepine,Bipolar Disorde,10,False,0,none
Clobex,Psoriasis,8,False,0,none
Viibryd,Major Depressive Disorde,7,True,2,"depressive disorder, insomnia"
Implanon,Birth Control,8,False,0,none
Bupropion / naltrexone,Obesity,7,True,3,"skeptical, mouth and, constipation"
Leuprolide,Endometriosis,1,False,0,none
Elocon,Psoriasis,10,True,2,"scratching, falling"
Varenicline,Smoking Cessation,10,True,1,constipation
Apri,Birth Control,3,True,2,"backache, acne"
Rexulti,Major Depressive Disorde,8,False,0,none
Sprintec,Abnormal Uterine Bleeding,1,False,0,none
Duloxetine,ibromyalgia,10,False,0,none
Drospirenone / ethinyl estradiol,Menstrual Disorders,7,True,1,pregnancy
Aripiprazole,Schizoaffective Disorde,9,False,0,none
Adderall XR,ADHD,9,False,0,none
Metronidazole,Bacterial Infection,2,True,1,unwell
Aviane,Birth Control,9,True,1,swings are
Olanzapine,Bipolar Disorde,10,True,1,panic attacks
Lithobid,Schizoaffective Disorde,10,False,0,none
Ethinyl estradiol / norgestimate,Birth Control,1,False,0,none
Leuprolide,Endometriosis,1,False,0,none
Victoza,"Diabetes, Type 2",7,True,1,nausea
Klonopin,Anxiety,9,True,1,panic attacks
Sprintec,Abnormal Uterine Bleeding,1,False,0,none
Desogestrel / ethinyl estradiol,Birth Control,7,False,0,none
Dulcolax Laxative,Bowel Preparation,9,True,1,gas
Ortho Evra,Birth Control,10,True,1,vomiting
Movantik,"Constipation, Drug Induced",1,True,2,"constipation, pain"
Efavirenz / emtricitabine / tenofovir,HIV Infection,10,False,0,none
Etonogestrel,Birth Control,10,True,5,"anxiety, dissociation, bacterial, infections, drastically"
Chantix,Smoking Cessation,10,False,0,none
Hydroxyprogesterone,Premature Lab,1,True,2,"pregnancy, encouraged"
Zyrtec,Urticaria,7,True,2,"autoimmune disorders, thyroid disease"
Carbamazepine,Epilepsy,9,True,1,partial seizure
Umeclidinium / vilanterol,COPD,10,True,2,"bronchitis, wheezing"
Oxycodone,Pain,9,True,4,"arthritis, sciatica, fibramyalgia, dizziness"
Acetaminophen / dexbrompheniramine / pseudoephedrine,Sinus Symptoms,8,True,1,sneezing
Hydroxyzine,Anxiety,1,True,1,anxiety
Alprazolam,Panic Disorde,10,True,3,"panic disorder, panic attack, withdrawal symptoms"
Uricalm,Dysuria,10,False,0,none
Nexplanon,Birth Control,8,True,4,"insomnia, acne, pregnancy, pregnancy"
Amphetamine / dextroamphetamine,ADHD,10,False,0,none
Lifitegrast,Dry Eye Disease,5,True,5,"burned, nausea, sinusitis, headacheness, surgery"
Tramadol,Back Pain,9,True,3,"pain, back, pain"
Sulfamethoxazole / trimethoprim,Urinary Tract Infection,1,True,2,"pain, stomach"
Abilify,Depression,6,False,0,none
Bismuth subcitrate potassium / metronidazole / tetracycline,Helicobacter Pylori Infection,10,False,0,none
Ethinyl estradiol / norethindrone,Birth Control,9,True,5,"staring, painful, noticeable, anxiety, depression"
Ferrlecit,Anemia Associated with Chronic Renal Failure,5,True,3,"rash, chest, malaise"
Migranal,Cluster Headaches,9,False,0,none
Modafinil,Narcolepsy,10,True,3,"pain, noticed, pain"
Liletta,Birth Control,5,True,1,painful
Ethinyl estradiol / norethindrone,Birth Control,9,False,0,none
Ivermectin,Head Lice,3,False,0,none
Etodolac,Pain,9,True,2,"back, pain"
Dulaglutide,"Diabetes, Type 2",7,True,4,"aches, heartburn, headaches, heartburn"
Estradiol,Atrophic Vaginitis,9,False,0,none
Acetaminophen,Pain,7,True,2,"headache, pain"
Eluxadoline,Irritable Bowel Syndrome,4,True,2,"painful, gas"
Etonogestrel,Birth Control,10,False,0,none
Zolmitriptan,Migraine,10,True,2,"migraine, noticed"
Ethinyl estradiol / norethindrone,Birth Control,7,False,0,none
Depo-Provera,Birth Control,8,False,0,none
Cyclobenzaprine,Muscle Spasm,2,True,2,"headache, headache"
Levitra,Erectile Dysfunction,8,False,0,none
Xulane,Birth Control,4,False,0,none
Copper,Birth Control,10,True,1,scare
Liraglutide,Weight Loss,10,False,0,none
Budesonide,Allergic Rhinitis,9,True,1,sneezing
Sprintec,Birth Control,9,True,3,"stress, accidentally, scare"
Niferex,Iron Deficiency Anemia,9,True,4,"gas, surgery, gastric, distress"
Ethinyl estradiol / levonorgestrel,Birth Control,8,True,4,"cystic, acne, mood swings, acne"
Viibryd,Depression,2,False,0,none
Orlistat,Obesity,9,True,1,scary
Ivermectin,Head Lice,1,False,0,none
Nitrofurantoin,Urinary Tract Infection,1,False,0,none
Saxenda,Weight Loss,10,False,0,none
Lexapro,Depression,8,False,0,none
Acetaminophen / hydrocodone,Pain,9,True,3,"pain, pain, nausea"
Lamotrigine,Bipolar Disorde,9,True,1,violent
Lisdexamfetamine,ADHD,9,True,2,"paranoia, agitation"
Benzonatate,Cough,10,True,2,"cough, cough"
Baclofen,Muscle Spasm,8,False,0,none
Depo-Provera,Birth Control,6,False,0,none
Paxil,Generalized Anxiety Disorde,9,True,2,"anxiety, mouth ("
Ciprofloxacin,Bacterial Infection,10,True,2,"infections, infections"
Solodyn,Acne,5,True,1,acne
Bupropion,Major Depressive Disorde,8,True,1,depression
Liraglutide,Obesity,10,False,0,none
Tretinoin,Acne,9,True,4,"acne, acne, cystic, acne"
Ziac,High Blood Pressure,1,True,4,"tender, sticking, chest, fatigue"
Cyclobenzaprine,Muscle Spasm,9,True,1,muscle spasm
Propranolol,Migraine Prevention,5,True,3,"migra, aura, migra"
Lo Loestrin Fe,Birth Control,2,True,2,"acne, endometriosis"
Botox,Overactive Bladde,10,True,2,"shocked, frustration"
Phentermine,Obesity,10,True,1,constipation
Estrace Vaginal Cream,Atrophic Vaginitis,1,True,4,"vaginal dryness, painful, noticed, falling"
Zolpidem,Insomnia,10,True,2,"insomnia, am"
Divalproex sodium,Migraine Prevention,10,True,5,"migra, tension, headaches, tension, headaches"
Macrobid,Bladder Infection,6,True,2,"headache, constip"
SMZ-TMP DS,Prostatitis,5,True,4,"prostatitis, infection, infection, drug interactions"
Celebrex,Pain,9,True,2,"pain, pain"
Abilify,Depression,7,True,1,depressive disorder
Ketorolac,Pain,10,True,2,"painful, pain"
Zoloft,Panic Disorde,9,True,3,"panic, anxiety attacks, fatigue"
Jublia,"Onychomycosis, Toenail",1,False,0,none
Effexor XR,Depression,3,True,3,"eating disorder, depression, night sweats"
Etonogestrel,Birth Control,3,True,1,acne
Xiidra,Dry Eye Disease,1,True,1,burned
Aftera,Emergency Contraception,1,True,1,abortion
Ethinyl estradiol / norgestimate,Ovarian Cysts,9,True,1,mood swings
Varenicline,Smoking Cessation,10,True,1,headache
Ampyra,Multiple Sclerosis,10,True,1,noticed
Cymbalta,Depression,1,True,4,"nightmares, nightmares, screaming, crying"
Drospirenone / ethinyl estradiol,Acne,2,True,1,fatigue
Forteo,Osteoporosis,10,True,1,nausea
Linzess,"Constipation, Chronic",10,True,2,"constipation, distention"
Norvasc,High Blood Pressure,4,True,2,"headache, migra"
Prozac,Anxiety and Stress,7,True,1,anxiety
Liletta,Birth Control,5,True,1,endometriosis
Ethinyl estradiol / norethindrone,Birth Control,7,True,3,"yeast, infections, painful"
Seroquel,Post Traumatic Stress Disorde,2,False,0,none
Phendimetrazine,Obesity,10,False,0,none
Trulicity,"Diabetes, Type 2",9,True,3,"nausea, headache, decreased appetite"
Pregabalin,Pain,8,True,2,"pain, fatigue"
Etonogestrel,Birth Control,9,True,3,"pregnancy, cravings ,, increased appetite"
Duac,Acne,1,True,3,"acne, pimples, pimples"
Humira,Psoriasis,8,True,1,psoriasis
Contrave,Weight Loss,9,False,0,none
TriCor,Hyperlipoproteinemia,1,True,1,melena
Yaz,Birth Control,1,False,0,none
Lamictal,Bipolar Disorde,5,False,0,none
Methadone,Opiate Withdrawal,10,True,2,"substance abuse, fibromyalgia"
Topiramate,Migraine Prevention,1,True,3,"notice, migra, headache"
Pregabalin,Epilepsy,1,True,1,dangerous
Levonorgestrel,Birth Control,10,True,3,"crying, pain, pregnancy"
TriNessa,Birth Control,6,True,1,headache
Metformin / sitagliptin,"Diabetes, Type 2",1,True,2,"sweating, rashes"
Atomoxetine,ADHD,3,True,2,"headache, depression"
Alprazolam,Anxiety,3,True,1,panic attacks
Plecanatide,Chronic Idiopathic Constipation,1,False,0,none
Modafinil,Obstructive Sleep Apnea/Hypopnea Syndrome,10,False,0,none
Effexor,Anxiety and Stress,5,True,6,"headaches, heartburn, headache, migra, heartburn, heartburn"
Tacrolimus,Perioral Dermatitis,9,True,1,burning sensation
Humira,Crohn's Disease,8,False,0,none
Phentermine,Obesity,10,True,1,arthritis
Contrave,Obesity,8,True,2,"insomnia, constipation"
Paxil,Obsessive Compulsive Disorde,7,False,0,none
Norethindrone,Abnormal Uterine Bleeding,1,True,1,breast feeding
Accutane,Acne,10,True,3,"skeptical, cystic, acne"
Rosuvastatin,Atherosclerosis,8,True,1,pain
Ustekinumab,Psoriasis,9,False,0,none
Testosterone,"Hypogonadism, Male",1,False,0,none
Nexplanon,Birth Control,2,True,2,"headache, nausea"
Aluminum chloride hexahydrate,Hyperhidrosis,10,False,0,none
Topiramate,Migraine Prevention,10,True,3,"migra, migra, migra"
Haloperidol,Nausea/Vomiting,10,True,1,anxiety
Sertraline,Depression,10,True,5,"shivering, drowsiness, insomnia, scared, anxiety"
Metronidazole,Bacterial Vaginitis,8,False,0,none
Minastrin 24 Fe,Birth Control,10,True,1,panic attacks
Ethinyl estradiol / norgestimate,Birth Control,10,False,0,none
Oxcarbazepine,Trigeminal Neuralgia,10,False,0,none
Ethinyl estradiol / etonogestrel,Birth Control,9,True,3,"ovarian, cysts, scared"
Botox,Migraine Prevention,8,False,0,none
Marinol,"Nausea/Vomiting, Chemotherapy Induced",9,True,1,nausea
Mometasone,Eczema,10,True,4,"eczema, massive, eczema, burning"
Valproic acid,Schizoaffective Disorde,8,True,2,"manic episode, mania"
Prednisone,Atopic Dermatitis,7,True,1,hemochromatosis
Ethinyl estradiol / norethindrone,Acne,6,True,5,"acne, pimples, scar, acne, acne"
Levonorgestrel,Birth Control,4,True,1,painful
Tribenzor,High Blood Pressure,9,False,0,none
Moxifloxacin,Bronchitis,9,True,3,"infection, bronchitis, infections"
Tramadol,Back Pain,7,False,0,none
Guanfacine,ADHD,8,False,0,none
Microgestin Fe 1 / 20,4</span> users found this comment helpful.,6,True,3,"mood swings, headache, sexually active"
Duloxetine,Depression,7,False,0,none
Desogestrel / ethinyl estradiol,Birth Control,8,True,3,"scary, breast, anxiety"
Bisacodyl,Bowel Preparation,8,True,2,"constipation, painful"
Nexplanon,Birth Control,6,True,1,stress
Levonorgestrel,Birth Control,7,True,2,"painful, notice"
Copper,Birth Control,5,True,1,noticed
Lorazepam,Panic Disorde,9,True,1,short periods
Methocarbamol,Opiate Withdrawal,9,True,1,pains
Trazodone,Insomnia,10,True,1,fall
Buspirone,Anxiety,10,True,2,"anxiety disorder, worrying"
Aviane,Birth Control,10,True,1,pregnancy
Albuterol,"COPD, Acute",1,False,0,none
Phentermine,Weight Loss,8,False,0,none
Cialis,Benign Prostatic Hyperplasia,9,True,2,"pain, burning"
Contrave,Obesity,8,False,0,none
Cephalexin,Bladder Infection,9,False,0,none
Venlafaxine,Depression,10,False,0,none
Acetaminophen / dichloralphenazone / isometheptene mucate,Headache,9,True,7,"migraines, migra, migra, aura, visual disturbances, numb, migra"
Seroquel XR,Depression,10,False,0,none
Butorphanol,Labor Pain,1,False,0,none
Elocon,Atopic Dermatitis,9,True,1,pimples
Etonogestrel,Birth Control,1,True,4,"acne, migra, fatigue, loss of libido"
Qsymia,Obesity,10,False,0,none
Diclofenac,Pain,9,True,2,"pain, pain"
Amoxicillin / clavulanate,Sinusitis,3,True,1,infection
Cariprazine,Bipolar Disorde,6,True,3,"mania, depression, nausea"
NuvaRing,Birth Control,10,True,3,"anxiety, agitation, nausea"
Percocet,Pain,10,True,1,surgery
Duloxetine,Depression,7,True,1,depression
Trileptal,Bipolar Disorde,10,True,1,bipolar disorder
Lunesta,Insomnia,10,False,0,none
Dicyclomine,Irritable Bowel Syndrome,5,True,1,nausea
Nifedipine,Premature Lab,1,True,1,pregnancy
Levonorgestrel,Emergency Contraception,10,False,0,none
Eribulin,"Breast Cancer, Metastatic",10,False,0,none
Etonogestrel,Birth Control,10,True,1,noticed
Mononessa,Birth Control,4,False,0,none
Plan B,Emergency Contraception,1,False,0,none
Pradaxa,Prevention of Thromboembolism in Atrial Fibrillation,5,True,4,"burn, burning, ulcer, nausea"
Suvorexant,Insomnia,1,True,2,"insomnia, negative dreams"
Spiriva,"COPD, Maintenance",10,True,3,"noticed, emphysema, mouth ,"
Phentermine,Weight Loss,9,True,2,"headache, heart racing"
Imitrex,Migraine,6,True,6,"shoulder, pain, stiffness, headaches, drowsiness, migra"
Tenuate,Obesity,10,False,0,none
Doxycycline,Ehrlichiosis,5,True,4,"chest, discomfort, infection, discomfort"
Phentermine,Weight Loss,10,True,1,headaches
Aviane,Birth Control,3,True,2,"breast, tenderness"
Belviq,Obesity,10,False,0,none
Treximet,Migraine,1,True,1,migra
Tioconazole,Vaginal Yeast Infection,2,True,1,burning
Clonazepam,Panic Disorde,8,True,1,panic attack
Leuprolide,Endometriosis,8,True,4,"nightmare, pain, outrage, swelling"
Letrozole,Breast Cance,8,True,6,"joint, stiffness, shoulder, stiffness, pain, pain"
Mucinex,Bronchitis,6,True,2,"bronchitis, coughing"
Lorcaserin,Weight Loss,9,True,3,"headache, noticed, anxiety"
Viibryd,Depression,9,True,3,"anxiety, panic attacks, nightmares"
Dextromethorphan,Cough,1,True,3,"cough, cough, accident"
Liraglutide,Weight Loss,1,True,2,"falling, nauseating"
Methotrexate,Psoriasis,9,False,0,none
Viibryd,Depression,10,True,2,"depression, anxiety"
Acetaminophen / oxycodone,Chronic Pain,9,False,0,none
Allerx Dose Pack DF,Rhinitis,10,True,1,cough
Abreva,Herpes Simplex,8,False,0,none
Viibryd,Depression,8,True,4,"stick, nightmares, irritability, depression"
Mirena,Birth Control,9,True,3,"pain, ovarian, cysts"
Hydralazine / hydrochlorothiazide / reserpine,High Blood Pressure,3,True,4,"chest, pain, rash, swelling"
Paroxetine,Panic Disorde,5,True,8,"nightmare, headache, shock, chill, crying, gastric, distress, nausea"
Ethinyl estradiol / norethindrone,Birth Control,5,True,3,"particular, insomnia, insomnia"
Epiduo,Acne,6,True,3,"acne, acne, acne"
Bupropion / naltrexone,Obesity,5,True,2,"headaches, dizziness"
Solodyn,Acne,9,True,3,"acne, pimples, scarring"
Clindamycin,Bacterial Infection,10,True,2,"infection, swelling"
Skelaxin,Muscle Spasm,10,True,4,"low, back, pain, pain"
Savella,ibromyalgia,10,True,3,"fibromyalgia, nausea, stress"
Ethinyl estradiol / norgestimate,Acne,9,True,3,"acne, acne, noticeable"
Mirtazapine,Obsessive Compulsive Disorde,9,True,2,"anxiety, anxiety"
Desvenlafaxine,Depression,2,True,3,"rash, stress, like"
Valsartan,Left Ventricular Dysfunction,10,False,0,none
Hydrochlorothiazide,High Blood Pressure,9,True,1,swelling
Dulcolax,Constipation,1,False,0,none
Etonogestrel,Birth Control,1,False,0,none
Plan B,Emergency Contraception,1,True,1,accident
Lysteda,Menstrual Disorders,9,True,1,shocked
Drospirenone / ethinyl estradiol,Premenstrual Dysphoric Disorde,9,True,6,"mood swings, acne, acne, painful, cystic, pimples"
Rilonacept,amilial Cold Autoinflammatory Syndrome,10,True,1,worry
Sulfamethoxazole / trimethoprim,Urinary Tract Infection,2,True,4,"urinary tract, infections, yeast, infection"
Ethinyl estradiol / levonorgestrel,Birth Control,7,True,2,"noticed, depression"
Benadryl Allergy,Allergic Reactions,10,False,0,none
Testosterone,"Hypogonadism, Male",10,True,1,topic
Hydroxychloroquine,Sjogren's Syndrome,8,True,4,"aches, pains, headaches, fatiguebromy"
Diclofenac,Pain,9,True,5,"tension, headaches, headache, headache, headaches"
Levonorgestrel,Abnormal Uterine Bleeding,10,True,3,"endometrial, hyperplasia, painful"
Ethinyl estradiol / levonorgestrel,Birth Control,9,False,0,none
Acetaminophen / hydrocodone,Pain,6,True,3,"pain, chronic, pain"
Aluminum chloride hexahydrate,Hyperhidrosis,7,True,2,"burned, burning"
Diclofenac,Back Pain,10,True,3,"back, pain, pain"
Hydrocodone,Pain,6,False,0,none
Loestrin 24 Fe,Menstrual Disorders,1,True,4,"headache, pain, mood swings, anxiety"
Estring,Atrophic Urethritis,10,True,1,atrophy
Tramadol,Back Pain,8,True,2,"back, pain"
Flomax,Benign Prostatic Hyperplasia,9,True,5,"discomfort, painful, nasal congestion, headache, pain"
Clomipramine,Obsessive Compulsive Disorde,8,True,3,"psychotics, mouth at, anormia"
Levofloxacin,Urinary Tract Infection,1,True,1,palpit
Triazolam,Insomnia,10,False,0,none
Bisacodyl,Constipation,5,True,4,"nausea, vomiting, cold sweats, diarrhoe"
Lexapro,Generalized Anxiety Disorde,5,True,3,"anxiety, anxiety attacks, dizziness"
Fastin,Weight Loss,3,False,0,none
Varenicline,Smoking Cessation,10,False,0,none
Levonorgestrel,Birth Control,9,True,1,discomfort
Escitalopram,Anxiety,10,True,2,"stress, crying"
Codeine,Diarrhea,9,True,2,"short bowel syndrome, chronic diarr"
Viibryd,Depression,8,True,3,"depression, anxiety, nausea"
Guaifenesin / phenylephrine,Sinus Symptoms,10,True,3,"sinus, headaches, headache"
Ortho Tri-Cyclen Lo,Birth Control,7,False,0,none
Linzess,Irritable Bowel Syndrome,5,True,1,constipation
Lortab,Pain,9,True,5,"foot, pain, pain, back, pain"
Fluticasone,Nasal Polyps,10,True,1,polyps
Phentermine,Weight Loss,9,False,0,none
Flomax,Benign Prostatic Hyperplasia,10,True,1,surgery
Suprep Bowel Prep Kit,Bowel Preparation,10,True,1,discomfort
Natalizumab,Multiple Sclerosis,9,True,3,"rashes, dizziness, fatigue"
Exelon,Alzheimer's Disease,7,True,1,sexually active
Prozac,Major Depressive Disorde,9,True,5,"major, depression, osteoarthritis, withdrawal syndrome, suicide"
Exalgo,Pain,5,True,1,pain
Oxycodone,Pain,9,False,0,none
Citalopram,Depression,10,True,4,"depression, anxiety, anxiety, yawning"
Modafinil,Multiple Sclerosis,10,False,0,none
Aromasin,Breast Cance,4,True,4,"dizziness, nausea, crying, accidents"
Hyaluronan,Osteoarthritis,9,True,2,"pain, inflammation"
Nexplanon,Birth Control,1,False,0,none
Fexofenadine,Allergic Rhinitis,9,True,1,rhinitis
Suprep Bowel Prep Kit,Bowel Preparation,3,False,0,none
Depakote ER,Bipolar Disorde,10,True,1,mania
Methylprednisolone,Inflammatory Conditions,10,True,3,"laryngopharyngitis, pain, constipation"
Methylprednisolone,Inflammatory Conditions,4,False,0,none
Accutane,Acne,1,True,2,"acne, noticing"
Sprintec,Birth Control,7,False,0,none
Loestrin 24 Fe,Acne,1,True,5,"acne, cystic, pimples, cystic, pimples"
Amoxicillin / clarithromycin / lansoprazole,Helicobacter Pylori Infection,9,True,3,"pain, nausea, vomiting"
Prozac,Anxiety and Stress,6,False,0,none
Amitriptyline,Migraine Prevention,10,True,2,"headache, pain"
Effexor XR,Depression,9,True,1,depression
Sulfamethoxazole / trimethoprim,Prostatitis,10,False,0,none
Kyleena,Birth Control,7,True,3,"pain, acne, acne"
Skyla,Birth Control,5,True,2,"pain, pain"
Buprenorphine,Opiate Dependence,4,True,1,headache
Adalimumab,Rheumatoid Arthritis,8,True,4,"rheumatoid, arthritis, pain, heartburn"
Mupirocin,Not Listed / Othe,10,True,2,"antibiotics, infection"
Desoximetasone,Eczema,10,True,4,"eczema, scratch, eczema, rednessema"
Naproxen,Period Pain,10,True,2,"pain, pain"
Levetiracetam,Seizures,6,True,2,"anger, hallucination"
Clindamycin,Acne,1,False,0,none
Budesonide / formoterol,moterol),10,True,1,noticed
Ethinyl estradiol / levonorgestrel,Birth Control,3,True,1,fallen
Metronidazole,Bacterial Infection,7,True,3,"antibiotics, nausea, headache"
Xulane,Birth Control,9,True,1,pregnancy
Bupropion / naltrexone,Obesity,1,False,0,none
Medroxyprogesterone,Birth Control,7,False,0,none
Etonogestrel,Birth Control,5,False,0,none
Cefdinir,Sinusitis,9,True,2,"infection, infection"
Amitriptyline,Insomnia,7,False,0,none
Ethinyl estradiol / norethindrone,Birth Control,1,True,2,"headache, depression"
Escitalopram,Anxiety,10,True,2,"anxiety, anxiety"
Adapalene,Acne,10,True,1,acne
Silenor,Insomnia,10,False,0,none
Ondansetron,"Nausea/Vomiting, Chemotherapy Induced",10,True,5,"colorectal cancer, nausea, vomiting, vomiting, nausea"
Xanax,Panic Disorde,10,True,1,panic attack
Escitalopram,Depression,1,True,2,"palpitations, palpitations"
SMZ-TMP DS,Urinary Tract Infection,1,True,1,burningache
Remicade,"Crohn's Disease, Maintenance",10,True,1,scared
LoSeasonique,Birth Control,6,True,2,"rash, pimples"
Paroxetine,Anxiety,9,True,1,anxiety
Itraconazole,Candidemia,8,False,0,none
Rifaximin,Irritable Bowel Syndrome,2,True,1,accident
Levonorgestrel,Birth Control,10,True,3,"pain, nausea, discomfort"
Paxil,Depression,8,False,0,none
Provigil,Chronic Fatigue Syndrome,9,True,1,fatigue
Plan B One-Step,Emergency Contraception,9,False,0,none
Olanzapine,Depression,5,False,0,none
Moxifloxacin,Sinusitis,6,True,3,"dizziness, fatigue, infection"
Suvorexant,Insomnia,1,True,1,insomnia
Chateal,Birth Control,9,False,0,none
Etonogestrel,Birth Control,6,True,1,swings and
Copper,Birth Control,1,True,1,angioedema
Nexplanon,Birth Control,8,True,1,painful
Oxycodone,Pain,10,True,7,"pain, accidents, pain, back, pain, back, pain"
Remicade,Ulcerative Colitis,10,True,1,surgery
Varenicline,Smoking Cessation,10,True,3,"feared, depression, nightmares"
Zanaflex,33</span> users found this comment helpful.,10,True,1,pain
Amitriptyline,Pain,9,True,1,constipation
TriNessa,Birth Control,2,True,3,"mood swings, depression, nausea"
Levonorgestrel,Birth Control,6,True,2,"pain, painful"
Azithromycin,Chlamydia Infection,7,True,2,"stomach, abdominal pain"
Lortab,Rheumatoid Arthritis,7,False,0,none
Propranolol,Benign Essential Trem,10,False,0,none
Infliximab,Ankylosing Spondylitis,8,False,0,none
All Day Allergy,Allergic Rhinitis,9,False,0,none
Ethinyl estradiol / norethindrone,Birth Control,1,True,2,"depression, crying"
ParaGard,Birth Control,10,True,1,painful
Levetiracetam,Epilepsy,8,False,0,none
